Date,User,Tweet,Tweet_no_http,Translated
2022-07-24 12:45:43+00:00,makoyoung,"まけほー確認😇
負けはしたけど前半戦首位とのゲーム差0.5で終われたのは🙆🏻‍♀️
コロナだったり疲れが出たりで大変な状況の中、この位置にいるのは去年までと違う✨
一旦リフレッシュして後半戦に備えてほしいです🫡
お疲れ様でした🍀
#seibulions","まけほー確認😇
負けはしたけど前半戦首位とのゲーム差0.5で終われたのは🙆🏻‍♀️
コロナだったり疲れが出たりで大変な状況の中、この位置にいるのは去年までと違う✨
一旦リフレッシュして後半戦に備えてほしいです🫡
お疲れ様でした🍀
#seibulions","makeho check 😇
I lost, but I finished the first half with a game difference of 0.5 🙆🏻‍♀️
It's different from last year to be in this position in a difficult situation with corona and fatigue ✨
I want you to refresh once and prepare for the second half 🫡
Thank you for your hard work 🍀
#seibulions"
2022-07-24 12:45:17+00:00,hirosima0187,"前半戦終了ということで。
誠也抜けたことにより開幕前圧倒的に最下位予想された中でAクラスでASまで来れたのは良き！

先発に疲れが見えてきたけど中継ぎが少し安定してきて、マク様も適応して、まさかの秋山加入も有り。

AS明けも楽しみだね。
だからホント、コロナだけは勘弁な！

#carp","前半戦終了ということで。
誠也抜けたことにより開幕前圧倒的に最下位予想された中でAクラスでASまで来れたのは良き！

先発に疲れが見えてきたけど中継ぎが少し安定してきて、マク様も適応して、まさかの秋山加入も有り。

AS明けも楽しみだね。
だからホント、コロナだけは勘弁な！

#carp","At the end of the first half.
It's good that I was able to make it to AS in A class, even though I was expected to be at the bottom before the start of the season because of Seiya's passing!

The starting line-up was starting to get tired, but the middleman was getting a little more stable, Mr. Mac adapted, and there was even an unexpected addition of Akiyama.

I'm looking forward to the end of AS.
So really, just give up on Corona!

#carp"
2022-07-24 12:44:06+00:00,bibako0401,"3歳次女を始めて大きなプールに連れていった。
ここ数年コロナ禍で中止していたので、やっと今年は開催したから楽しみにしていた。
ビビっていたけれど、楽しめていたので良かった♪
そして、子連れプールは楽しいけれど、疲れがハンパない事を思い出した….。","3歳次女を始めて大きなプールに連れていった。
ここ数年コロナ禍で中止していたので、やっと今年は開催したから楽しみにしていた。
ビビっていたけれど、楽しめていたので良かった♪
そして、子連れプールは楽しいけれど、疲れがハンパない事を思い出した….。","I took my 3-year-old second daughter to the big pool for the first time.
I was looking forward to it because it was finally held this year because it had been canceled due to the corona misfortune for the past few years.
I was scared, but I'm glad I enjoyed it♪
And I remembered that swimming pools with children are fun, but I'm so tired..."
2022-07-24 12:42:50+00:00,hcw3hEEqIUL4KDH,"旅館、民宿、ペンション、宿泊施設を経営されている方々、療養型でコロナ関連の方向けに中長期滞在プランを提案すればWIN WINな関係性になれるかも知れない。

ストレス源から離れ3食理にかなった食餌、軽作業や運動施設付きで医師が定期的に回診し身体治療者とインストラクターが常駐…

#コロナ","旅館、民宿、ペンション、宿泊施設を経営されている方々、療養型でコロナ関連の方向けに中長期滞在プランを提案すればWIN WINな関係性になれるかも知れない。

ストレス源から離れ3食理にかなった食餌、軽作業や運動施設付きで医師が定期的に回診し身体治療者とインストラクターが常駐…

#コロナ","If we propose medium- to long-term stay plans for those who run ryokan, guesthouses, pensions, accommodation facilities, and those who are recuperative and related to COVID-19, we may be able to create a win-win relationship.

Away from the source of stress, 3 nutritious meals, light work and exercise facilities are provided.

#corona"
2022-07-24 12:39:42+00:00,h_hayat02,"コロナ明け久しぶりに1時間ランニングしてきました。結果は全然走れなかったです。いつもは1時間あれば11Km走れるのですが、体力が落ちてました。ただこれでコロナ後の倦怠感とランニングの疲れが重なったので、あとは回復を待つだけです😌

#ランニング https://t.co/hMwBB4Y6l0","コロナ明け久しぶりに1時間ランニングしてきました。結果は全然走れなかったです。いつもは1時間あれば11Km走れるのですが、体力が落ちてました。ただこれでコロナ後の倦怠感とランニングの疲れが重なったので、あとは回復を待つだけです😌

#ランニング  ","I've been running for 1 hours for the first time in a while after corona. As a result, I couldn't run at all. I can usually run 11km in an hour, but my stamina was declining. However, this combined with the post-corona fatigue and running fatigue, so all I have to do now is wait for recovery.

#running"
2022-07-24 12:38:05+00:00,Yuu_825_610,"コロナ陰性でたら、元気になったから、今日は近場の川行ってきた！
ってか、心因性発熱だから、ストレス発散しに行ってきた！
カブトムシとクワガタ操竜してやった！
#ハイエース旅
#川 https://t.co/h8sFHGs8S4","コロナ陰性でたら、元気になったから、今日は近場の川行ってきた！
ってか、心因性発熱だから、ストレス発散しに行ってきた！
カブトムシとクワガタ操竜してやった！
#ハイエース旅
#川  ","When I was negative for corona, I felt fine, so today I went to a nearby river!
Well, I have a psychogenic fever, so I went to relieve stress!
I manipulated a beetle and a stag beetle!
#hiace trip
#river"
2022-07-24 12:37:18+00:00,s__ch,"コロナの嚥下痛が気が狂いそうなくらい痛い🫠
唾飲みこむのすらストレス","コロナの嚥下痛が気が狂いそうなくらい痛い🫠
唾飲みこむのすらストレス","Corona's swallowing pain hurts so much that I'm going crazy 🫠
Even swallowing is stressful"
2022-07-24 12:36:39+00:00,jyun3541,職場の医務も、これまではコロナ禍の対応に追われてたのが、コロナ禍によるストレスからきたご利用者様の怪我の対応とかにどちゃくそ追われてて実質医療崩壊一歩手前じゃ,職場の医務も、これまではコロナ禍の対応に追われてたのが、コロナ禍によるストレスからきたご利用者様の怪我の対応とかにどちゃくそ追われてて実質医療崩壊一歩手前じゃ,"Until now, medical affairs in the workplace have been busy dealing with the corona disaster, but now they are being chased by dealing with users' injuries caused by the stress caused by the corona crisis, and the actual medical care is one step away from collapsing."
2022-07-24 12:35:08+00:00,PZD145BVsuFVDgs,"まけほー
前半戦皆さんコロナ禍の中お疲れ様でした！
オールスター出る選手は楽しんで下さい！中継ぎ陣は疲れが心配だけど…
出ない選手は休養をしっかり取って後半戦に備えて下さい！！
後半戦からは離脱者が復帰して目指せ優勝！！
お疲れ様でした！！

 #seibulions","まけほー
前半戦皆さんコロナ禍の中お疲れ様でした！
オールスター出る選手は楽しんで下さい！中継ぎ陣は疲れが心配だけど…
出ない選手は休養をしっかり取って後半戦に備えて下さい！！
後半戦からは離脱者が復帰して目指せ優勝！！
お疲れ様でした！！

 #seibulions","Makeho
Thank you for your hard work in the first half of the corona misfortune!
Enjoy the all-star players! I'm worried about the fatigue of the relay team, but...
Players who don't come out should take a good rest and prepare for the second half! !
From the second half of the game, the defectors will return and aim for the championship! !
Thank you for your hard work! !

 #seibulions"
2022-07-24 12:34:56+00:00,AsJx5u,"私事 愚痴をかかせて〜
親子揃ってコロナ感染したんだけど
24時間×10ずっといるってストレスすぎ
くそ真面目な親なもんで子はこーなっちゃってるけど ご飯も自分の食べたいタイミング
ちょっときついから今は食べれないて時も
無理やり食べさせてきて優しさだろうけど
ご飯美味しくないし迷惑","私事 愚痴をかかせて〜
親子揃ってコロナ感染したんだけど
24時間×10ずっといるってストレスすぎ
くそ真面目な親なもんで子はこーなっちゃってるけど ご飯も自分の食べたいタイミング
ちょっときついから今は食べれないて時も
無理やり食べさせてきて優しさだろうけど
ご飯美味しくないし迷惑","Let me complain about my private affairs~
Parents and children were infected with corona
24 hours x 10 It's too stressful to be here all the time
I'm a serious parent, so my child is like this, but I want to eat rice at my own timing
Even when I can't eat right now because it's a little tight
It's kind of you to force me to eat
Rice is not delicious and annoying"
2022-07-24 12:32:49+00:00,douteimogmog,話したって別に何にもならんしむしろ連絡とる事がストレスになるので親にはコロナのこと言っとらんなー（）,話したって別に何にもならんしむしろ連絡とる事がストレスになるので親にはコロナのこと言っとらんなー（）,"Talking about it won't do anything, and it's stressful to contact them, so I don't tell my parents about Corona ()"
2022-07-24 12:32:05+00:00,Miyazaki_Boy_,"コロナ療養まじ暇！！
食って寝るしかする事無い
ジム行けんのストレス＿|￣|○","コロナ療養まじ暇！！
食って寝るしかする事無い
ジム行けんのストレス＿|￣|○","Corona medical treatment real time! !
I have nothing to do but eat and sleep
The stress of not being able to go to the gym ＿|￣|○"
2022-07-24 12:30:32+00:00,matsu3883,"7月24日(日) Bs 7-4 H●
東浜-武田-和田(2-2)-松本-津森 / 柳田⑫⑬
投手は疲れ、打者は覚醒待ち。思うところはあるけれど、前半トータルで見ればケガ、コロナ、主力不調の中首位をキープできているのは奇跡のようなもので、まずは良く休んで貰おう。今日のギータが後半復活への予兆となるか…。","7月24日(日) Bs 7-4 H●
東浜-武田-和田(2-2)-松本-津森 / 柳田⑫⑬
投手は疲れ、打者は覚醒待ち。思うところはあるけれど、前半トータルで見ればケガ、コロナ、主力不調の中首位をキープできているのは奇跡のようなもので、まずは良く休んで貰おう。今日のギータが後半復活への予兆となるか…。","July 24th (Sun) Bs 7-4 H
Higashihama - Takeda - Wada (2-2) - Matsumoto - Tsumori / Yanagida ⑫⑬
Pitchers are tired, hitters are waiting for awakening. I have my thoughts, but if you look at the total in the first half, it's a miracle that we were able to keep the top position despite injuries, corona, and the main slump, so let's get a good rest first. Will today's guitar be a sign of the second half of the revival..."
2022-07-24 12:28:55+00:00,ykmranna,コロナのせいで思うように行動できないのがすごくストレス…,コロナのせいで思うように行動できないのがすごくストレス…,It's so stressful that I can't act as I want because of Corona...
2022-07-24 12:28:34+00:00,openmynewlife,"ストレスでわたしの身体のサイクルが狂いました。いつもより体調が悪いです。コロナじゃないよ。ストレスのせい。訳の分からないストレス。
休み明けから、思いっきりシカトしそうな自分がいる笑笑笑
わたし、そういえば元を正せば、かつて、ろくでもない子どもだったの忘れてた（＾ω＾）","ストレスでわたしの身体のサイクルが狂いました。いつもより体調が悪いです。コロナじゃないよ。ストレスのせい。訳の分からないストレス。
休み明けから、思いっきりシカトしそうな自分がいる笑笑笑
わたし、そういえば元を正せば、かつて、ろくでもない子どもだったの忘れてた（＾ω＾）","Stress has thrown my body's cycles out of whack. I feel worse than usual. It's not corona. due to stress. Inexplicable stress.
From the end of the holiday, there is a part of me that seems to be really upset lol
Come to think of it, I once forgot that I was a bad kid (^ω^)"
2022-07-24 12:26:48+00:00,e___lly_,先週後半ずっっと胃が痛かったのでコロナを疑って土曜日に検査行こうとしてたんですよ。そしたら金夜から見事に痛みが無くなり、明日からまた仕事だと思ったら胃痛と憂鬱感😌ストレスかな😌😌,先週後半ずっっと胃が痛かったのでコロナを疑って土曜日に検査行こうとしてたんですよ。そしたら金夜から見事に痛みが無くなり、明日からまた仕事だと思ったら胃痛と憂鬱感😌ストレスかな😌😌,"I had a stomach ache for the last half of last week, so I suspected corona and was about to go for a checkup on Saturday. After that, the pain disappeared from Friday night, and when I thought I was going to work again tomorrow, I had a stomach ache and a feeling of depression 😌 Maybe it was stress 😌😌"
2022-07-24 12:25:27+00:00,ai2017112530w,"自分の勤めてる保育園でコロナ蔓延してる😱😱😱
そして自分も若干咳と寒気？節々の痛みがあるような、無いような…お家プールの疲れであることを願う…😭🙏🙏🙏","自分の勤めてる保育園でコロナ蔓延してる😱😱😱
そして自分も若干咳と寒気？節々の痛みがあるような、無いような…お家プールの疲れであることを願う…😭🙏🙏🙏","Corona is spreading at the nursery school where I work 😱😱😱
And I also have a little cough and chills? It seems like there is pain in the joints, but it doesn't seem like it... I hope it's tired from the pool at home...😭🙏🙏🙏"
2022-07-24 12:25:23+00:00,Strongts0710,嫌な形で前半戦終了。2位という結果は上々だけど、この終わり方は酷い。リリーフにも疲れが見え始め、打撃陣は大いに不満が残った。オールスター組は程々に頑張って。あくまで頑張って欲しいのはリーグ戦だから。本来なら各球団コロナ続出の中で主力選手が一堂に会するとか怖さしかないが。#seibulions,嫌な形で前半戦終了。2位という結果は上々だけど、この終わり方は酷い。リリーフにも疲れが見え始め、打撃陣は大いに不満が残った。オールスター組は程々に頑張って。あくまで頑張って欲しいのはリーグ戦だから。本来なら各球団コロナ続出の中で主力選手が一堂に会するとか怖さしかないが。#seibulions,"The first half ended in a bad way. 2nd place is a good result, but the way it ended was terrible. The relievers were starting to get tired, and the batting team was very dissatisfied. Good luck to all-star team. I just want you to do your best because it's a league match. Originally, it would be scary to see the main players in one place in the midst of the series of corona outbreaks in each team. #seibulions"
2022-07-24 12:24:17+00:00,hinateto,地元は帰宅が早くて良い。車で行くから疲れも少ない。本当は友達とご飯食べに行きたかったけど、コロナ爆発してるし今は我慢。ゆっくり寝て明日も仕事頑張ろー。,地元は帰宅が早くて良い。車で行くから疲れも少ない。本当は友達とご飯食べに行きたかったけど、コロナ爆発してるし今は我慢。ゆっくり寝て明日も仕事頑張ろー。,"It's good that the locals come home early. I'm less tired because I go by car. Actually, I wanted to go out to eat with my friends, but the coronavirus has exploded and I'm holding back now. Sleep well and do your best at work tomorrow."
2022-07-24 12:23:45+00:00,mino8989,西武、貯金5で前半戦終了。怪我やコロナで主力が何度か抜けたことを考えると、出来過ぎ。中継ぎ中心に、投手陣がよく粘った。8月に入ってから、6連戦が5週。ピッチャーの疲れは明らか。現状、一気に抜け出しそうなチームもないだけに、3勝3敗ペースでしがみつきたい。キーマンは、今井投手と山川選手。,西武、貯金5で前半戦終了。怪我やコロナで主力が何度か抜けたことを考えると、出来過ぎ。中継ぎ中心に、投手陣がよく粘った。8月に入ってから、6連戦が5週。ピッチャーの疲れは明らか。現状、一気に抜け出しそうなチームもないだけに、3勝3敗ペースでしがみつきたい。キーマンは、今井投手と山川選手。,"Seibu ends the first half with 5 savings. Considering that the main force has been lost several times due to injuries and corona, it was too good. In the middle of the middle, the pitchers were well sticky. 5 weeks of 6 consecutive games since the beginning of August. Pitcher fatigue is obvious. In the current situation, there is no team that seems to escape at once, so I would like to hold on to the pace of 3 wins and 3 losses. The key players are Imai and Yamakawa."
2022-07-24 12:23:42+00:00,kale_twinkle,疲れからか熱が出ていて困る、喉の痛みとかはないからコロナではないと思うけど……,疲れからか熱が出ていて困る、喉の痛みとかはないからコロナではないと思うけど……,"I don't have a sore throat, so I don't think it's coronavirus, but..."
2022-07-24 12:21:58+00:00,7o3r,"旦那がコロナ濃厚接触の都合で
一週間以上自宅待機、買い物とかご飯は接触せないよう母が届けてくれて
ずっと自宅だったため不安とストレス溜まっておりましたがなんとか解除され今日ついに和歌山に海見にドライブ行けました！ありがとうございます！ https://t.co/tLp2hksbZA","旦那がコロナ濃厚接触の都合で
一週間以上自宅待機、買い物とかご飯は接触せないよう母が届けてくれて
ずっと自宅だったため不安とストレス溜まっておりましたがなんとか解除され今日ついに和歌山に海見にドライブ行けました！ありがとうございます！  ","Due to the fact that my husband has been in close contact with Corona
I've been staying at home for over a week, and my mother sent me food and shopping so that I wouldn't come in contact with it.
I was at home all the time, so I was worried and stressed, but I managed to get rid of it, and today I was finally able to drive to Wakayama to see the ocean! thank you!"
2022-07-24 12:20:04+00:00,pinkmoon_kmt,"心の底からコロナやばいと思ってる人は誰かに指示されなくても自主的に対策すると思うんですよね。

外出自粛等の推進されている感染対策がストレスに感じる人はそれが自分にとっての正解じゃないからストレスに感じるんじゃないかな、と私は思ってしまうのです。","心の底からコロナやばいと思ってる人は誰かに指示されなくても自主的に対策すると思うんですよね。

外出自粛等の推進されている感染対策がストレスに感じる人はそれが自分にとっての正解じゃないからストレスに感じるんじゃないかな、と私は思ってしまうのです。","I think that people who think that corona is dangerous from the bottom of their heart will voluntarily take measures without being instructed by someone.

I think that people who feel stressed about infection control measures such as refraining from going out may feel stressed because it is not the correct answer for them."
2022-07-24 12:17:57+00:00,sakiwatori281,"もう3週間以上前から喉に違和感あって、私普段から喉がすごい荒れやすいから今もスルーしてるけどここ数日間夕方にかけて酷くなる……でも朝になると緩和する……日内変動……ストレスなんだろうけどコロナ怖い
元々喉痛めやすいと判別がつかないよ","もう3週間以上前から喉に違和感あって、私普段から喉がすごい荒れやすいから今もスルーしてるけどここ数日間夕方にかけて酷くなる……でも朝になると緩和する……日内変動……ストレスなんだろうけどコロナ怖い
元々喉痛めやすいと判別がつかないよ","I've had a strange feeling in my throat for more than 3 weeks now, and my throat tends to get very rough, so I'm still ignoring it, but it's gotten worse in the evenings for the past few days... but it's eased in the morning... diurnal fluctuations... stress I'm afraid of corona
I can't tell if it's easy to get a sore throat"
2022-07-24 12:15:46+00:00,love_naganoshi,"現実逃避したいけど逃げ場の好きなコンテンツの柱がまた楽しめなくなってきているので「コロナストレス」
何か飲んで落ち着こう。
怒りぶちまけっぱなしでごめんなさい。
どうしても許せない。","現実逃避したいけど逃げ場の好きなコンテンツの柱がまた楽しめなくなってきているので「コロナストレス」
何か飲んで落ち着こう。
怒りぶちまけっぱなしでごめんなさい。
どうしても許せない。","I want to escape from reality, but I can no longer enjoy the pillars of my favorite content as an escape, so ""corona stress""
Have a drink and chill out.
I'm sorry I kept venting my anger.
I can't let it go."
2022-07-24 12:15:33+00:00,KzY0DvysIok3ZEa,"あ、23日、鰻食べるの忘れた。
本当、土日記憶が抜け落ちてる。
お酒一滴も飲んでないのに。
疲れかな。ストレスかな。
コロナ蔓延してるのに、会社が出張しろというからかな。
県内、県外に。
辛いよ。営業所からもなんで来るのって白い目で見られるし。","あ、23日、鰻食べるの忘れた。
本当、土日記憶が抜け落ちてる。
お酒一滴も飲んでないのに。
疲れかな。ストレスかな。
コロナ蔓延してるのに、会社が出張しろというからかな。
県内、県外に。
辛いよ。営業所からもなんで来るのって白い目で見られるし。","Oh, I forgot to eat eel on the 23rd.
I'm really losing my memory on Saturdays and Sundays.
I haven't had a single drop of alcohol.
Are you tired? I wonder if it's stressful.
I wonder if the company is telling me to go on a business trip even though the corona is spreading.
Within and outside the prefecture.
It's painful. Even from the sales office, I can see why I'm coming."
2022-07-24 12:13:17+00:00,salt_yuka,"久しぶりに2歳児と共にショッピングモールへ買い出しに行ったけど、まだ一つも買い物済んでないのに疲れ果てる 😂
新型コロナの蔓延状況関係なく、週一のコープの宅配とAmazon prime定期便で日々の食糧及び生活物資を確保できている感じがする。","久しぶりに2歳児と共にショッピングモールへ買い出しに行ったけど、まだ一つも買い物済んでないのに疲れ果てる 😂
新型コロナの蔓延状況関係なく、週一のコープの宅配とAmazon prime定期便で日々の食糧及び生活物資を確保できている感じがする。","I went to the mall with my 2 year old for the first time in a while, but I haven't finished shopping yet and I'm exhausted 😂
Regardless of the spread of the new corona, I feel that I can secure my daily food and daily necessities with the weekly co-op home delivery and Amazon prime regular mail."
2022-07-24 12:13:11+00:00,kohakublueamber,"疲れて爆睡して、起きたら喉が痛かった😭
ご飯を食べたら治ってセーフ

先週帰省してからずっと働きっぱなしで色々疲れが溜まったかな？

コロナと、疲れからの扁桃腺の腫れは症状が違うと思うけれど😰
今は喉が痛くなると、もしかして？と、とても焦る～

来週、いよいよ明日は我が身？かも","疲れて爆睡して、起きたら喉が痛かった😭
ご飯を食べたら治ってセーフ

先週帰省してからずっと働きっぱなしで色々疲れが溜まったかな？

コロナと、疲れからの扁桃腺の腫れは症状が違うと思うけれど😰
今は喉が痛くなると、もしかして？と、とても焦る～

来週、いよいよ明日は我が身？かも","I fell asleep because I was tired, and when I woke up my throat was sore😭
If you eat rice, you will be cured and safe

Have you been tired from working all the time since you came home last week?

I think the symptoms of corona and swollen tonsils from fatigue are different 😰
My throat hurts now, maybe? I'm so impatient~

Next week, tomorrow is finally my body? maybe"
2022-07-24 12:09:37+00:00,po_sueoO,6人とも東京大阪間何度も行き来して、ハードスケジュールだったから疲れが溜まってるのか高熱の症状出てるのめちゃくちゃ心配だ……コロナほんと憎い………,6人とも東京大阪間何度も行き来して、ハードスケジュールだったから疲れが溜まってるのか高熱の症状出てるのめちゃくちゃ心配だ……コロナほんと憎い………,"The six of us traveled back and forth between Tokyo and Osaka many times, and it was a hard schedule, so I'm really worried that I'm either tired or have symptoms of a high fever... I really hate corona..."
2022-07-24 12:09:19+00:00,nb_kaoruko,サッカーは声出し応援解禁なんだ！大人しく観戦するのも悪くないけど、応援が楽しくて現地行っている人には朗報だね。コロナ感染もまたなんだか増えてきているみたいだけど、応援でストレス発散したり、充実した人は、なんだか発症しなさそう。,サッカーは声出し応援解禁なんだ！大人しく観戦するのも悪くないけど、応援が楽しくて現地行っている人には朗報だね。コロナ感染もまたなんだか増えてきているみたいだけど、応援でストレス発散したり、充実した人は、なんだか発症しなさそう。,"Soccer has lifted the ban on vocal support! It's not bad to watch the game quietly, but it's good news for those who are enjoying cheering and going to the field. It seems that the number of corona infections is also increasing, but it seems that people who relieve stress by cheering and who are fulfilling will not develop symptoms."
2022-07-24 12:06:20+00:00,Microsoft202011,"連戦の疲れで休ませただけか、
怪我とか体調不調なのか、
⋯それともコロナか

 #カープ  #秋山翔吾","連戦の疲れで休ませただけか、
怪我とか体調不調なのか、
⋯それともコロナか

 #カープ  #秋山翔吾","Did you just let me rest from the fatigue of the series of battles?
Are you injured or unwell?
…or is it corona?

 #carp #shogo akiyama"
2022-07-24 12:06:20+00:00,itk_2323,"息子が初めて発熱😭😭
疲れが出たんか突発が来たんか
コロナもあるからわからんよな😭","息子が初めて発熱😭😭
疲れが出たんか突発が来たんか
コロナもあるからわからんよな😭","My son has a fever for the first time😭😭
Did you get tired or did you have a sudden outbreak?
I don't know because there is corona too 😭"
2022-07-24 12:02:57+00:00,Ri_li_official,"最近食欲ないしご飯まずくてしんどい
コロナとかじゃないけどストレス溜まってるとよくこうなる","最近食欲ないしご飯まずくてしんどい
コロナとかじゃないけどストレス溜まってるとよくこうなる","I don't have an appetite lately
It's not like corona, but when I'm stressed, this often happens"
2022-07-24 12:01:46+00:00,PyD06,"こうやって作物も、国土もどんどん盗まれていくお花畑日本。
これらの対策を一刻も早くしなければならないのに何もしない政治家。ニュースではしつこくにコロナ感染拡大したー！って煽るマスゴミ。
日本の今の状況に気づいている日本人はすごいストレスを感じていると思う。
私もイライラが凄い。","こうやって作物も、国土もどんどん盗まれていくお花畑日本。
これらの対策を一刻も早くしなければならないのに何もしない政治家。ニュースではしつこくにコロナ感染拡大したー！って煽るマスゴミ。
日本の今の状況に気づいている日本人はすごいストレスを感じていると思う。
私もイライラが凄い。","In this way, crops and land are being stolen more and more in flower garden Japan.
Politicians who do nothing even though they have to take these measures as soon as possible. The news has persistently expanded the corona infection! Mass garbage that agitates.
I think Japanese people who are aware of the current situation in Japan are feeling a lot of stress.
I'm so frustrated too."
2022-07-24 12:00:31+00:00,yuka_1201ol,Nスタで紹介されてダウンタウンの浜ちゃんもコロナ禍で使っていた一人カラオケの「ウタエット」ストレス発散や発声練習になるし、自宅で全力熱唱できるよ笑！ボイストレーニングのプロが開発したなら間違いないね。https://t.co/Mz3ULsomK9,Nスタで紹介されてダウンタウンの浜ちゃんもコロナ禍で使っていた一人カラオケの「ウタエット」ストレス発散や発声練習になるし、自宅で全力熱唱できるよ笑！ボイストレーニングのプロが開発したなら間違いないね。 ,"The one-person karaoke ""Utaet"" that was introduced on Nsta and used by Hama-chan in downtown during the corona crisis will relieve stress and practice vocalization, and you can sing with all your might at home lol! If it was developed by a voice training professional, there is no doubt."
2022-07-24 11:59:50+00:00,_sn__122,"モエカレ、ネタバレする前に早く観に行きたい(まだ行けてないオタク)

公開日の週にコロナ感染したのほんと、運がないなと思ってたけども、今となっては10日も休めてストレスフリーだった😂😂
仕事つらすぎ😇😇","モエカレ、ネタバレする前に早く観に行きたい(まだ行けてないオタク)

公開日の週にコロナ感染したのほんと、運がないなと思ってたけども、今となっては10日も休めてストレスフリーだった😂😂
仕事つらすぎ😇😇","Moekare, I want to go see it as soon as possible before I spoil it (otaku who haven't been there yet)

I thought I was really unlucky that I was infected with Corona the week of the release date, but now I have 10 days off and I'm stress-free 😂😂
Too much work 😇😇"
2022-07-24 11:58:30+00:00,kkanno_p,"最近のベイや野球については、采配よりコロナの方がよっぽどストレスよ

どうしょうもないけど","最近のベイや野球については、采配よりコロナの方がよっぽどストレスよ

どうしょうもないけど","As for the Bay and baseball these days, Corona is much more stressful than making decisions.

I can't help it"
2022-07-24 11:57:51+00:00,lapinlover1,"夫と美術館いって、帰ってきてから友達とビデオチャットして、夫とランニングして🏃

ストレスフリーで過ごせた週末。

引き続き、コロナから逃げきれますように。","夫と美術館いって、帰ってきてから友達とビデオチャットして、夫とランニングして🏃

ストレスフリーで過ごせた週末。

引き続き、コロナから逃げきれますように。","Go to an art museum with my husband, video chat with my friends after coming back, and run with my husband🏃

A stress-free weekend.

I hope you can continue to escape from Corona."
2022-07-24 11:57:34+00:00,ssyn_p,"前節に続きまたもや完敗…

９０分を通していろんな面での疲れを言い分けにしたくなるようなミスが多かったな…（実際コロナ拡大で移動や宿入り後でのストレスも大変だろうし","前節に続きまたもや完敗…

９０分を通していろんな面での疲れを言い分けにしたくなるようなミスが多かったな…（実際コロナ拡大で移動や宿入り後でのストレスも大変だろうし","Continuing from the previous section, another complete defeat...

Throughout the 90 minutes, there were many mistakes that made me want to explain my fatigue in various ways..."
2022-07-24 11:54:53+00:00,BufferGoomy,"あーあ。
こんなにストレス溜まってたら、当直してて発熱が来てシンプルにコロナだった時、そいつの病歴が明らかに遊び散らかして感染してたらその患者めちゃくちゃ冷たくあしらっちゃいそう。","あーあ。
こんなにストレス溜まってたら、当直してて発熱が来てシンプルにコロナだった時、そいつの病歴が明らかに遊び散らかして感染してたらその患者めちゃくちゃ冷たくあしらっちゃいそう。","Oh.
If I'm so stressed, when I'm on duty and have a fever and it's simply corona, if that patient's medical history is clearly messy and infected, I'm afraid that patient will be treated coldly."
2022-07-24 11:48:42+00:00,nanaoshino,"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● コロナ疲れの発散ほうほうは？
● 好きな方言とかありますか？
● 別のタグで配信してる人ってどう…
● 誕生日おめでとさん
#質問箱 #匿名質問募集中

https://t.co/FTmIdjXW8M","みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● コロナ疲れの発散ほうほうは？
● 好きな方言とかありますか？
● 別のタグで配信してる人ってどう…
● 誕生日おめでとさん
#質問箱 #匿名質問募集中

 ","We are looking for anonymous questions from everyone!

I am answering this question
● How do you get rid of corona fatigue?
● Do you have a favorite dialect?
● What about people who distribute with different tags...
● happy birthday
# Question box # Looking for anonymous questions"
2022-07-24 11:48:27+00:00,sdYkb19NhnCh0tz,"7/24の題名は「帰りは疲れの塊」
アルパカからの🦙
つ、つかれた。
久々の祭りはコロナを忘れてる
良き

#題名のある毎日","7/24の題名は「帰りは疲れの塊」
アルパカからの🦙
つ、つかれた。
久々の祭りはコロナを忘れてる
良き

#題名のある毎日","The title of 7/24 is ""a mass of tiredness on the way home""
🦙 from alpaca
I got tired.
The festival after a long time forgets corona
good

# every day with a title"
2022-07-24 11:46:53+00:00,moka_kangeki,職場がコロナで大変なことになってて出勤した瞬間から気が狂いそうなんだけど、明日は朝から推しの配信があるからそれを楽しみに頑張る😢 出したくないけど勤務開始からずーっとアドレナリン出まくり。家帰った後にどっと疲れが出そう。 https://t.co/0CbiyHRDAh,職場がコロナで大変なことになってて出勤した瞬間から気が狂いそうなんだけど、明日は朝から推しの配信があるからそれを楽しみに頑張る😢 出したくないけど勤務開始からずーっとアドレナリン出まくり。家帰った後にどっと疲れが出そう。  ,"I feel like I'm going crazy from the moment I go to work because I'm having a hard time with corona at work, but tomorrow I'll have a recommended delivery from the morning, so I'll do my best to look forward to it 😢 I don't want to go out, but I've been on adrenaline since I started working. After I get home, I feel exhausted."
2022-07-24 11:46:18+00:00,ACExTR,"このご時世熱出てコロナじゃないって事があるの？？？？？？？
まぁ環境変わったし疲れかな、、、","このご時世熱出てコロナじゃないって事があるの？？？？？？？
まぁ環境変わったし疲れかな、、、","Is it possible that this fever is not corona? ? ? ? ? ? ?
Well, the environment has changed and I'm tired,,,"
